node_id	node_label
FMA 20640	Cutaneous branch of femoral branch of genitofemoral nerve
UBERON 0001920	paraventricular nucleus of thalamus
UBERON 8600042	endometrial lymphatic vessel
FMA 16353	Articular facet of inferior articular process of fifth lumbar vertebra
HGNC 3691	FGFR4
HGNC 5114	HOXB3
CL 4033005	serous secreting cell of bronchus submucosal gland
UBERON 0006199	posterior auricular vein
CL 1001319	bladder cell
FMA 26519	Superior vertebral notch of sixth cervical vertebra
HGNC 1093	BPGM
PCL 0051424	Splat_423 neuron (Hsap)
HGNC 22989	COL22A1
FMA 51770	Ethmoidal vein
FMA 22967	Median antebrachial vein
FMA 8843	Posterior ramus of second sacral nerve
HGNC 18122	SOX17
PCL 0051097	DLNP_96 near-projecting glutamatergic cortical neuron (Hsap)
HGNC 2440	CSH1
HGNC 26373	PRTG
HGNC 26021	LYAR
UBERON 0002199	integument
UBERON 0001375	semitendinosus
HGNC 24944	DDIT4
FMA 4983	Left seventh posterior intercostal vein
FMA 26342	Superior articular process of fourth cervical vertebra
FMA 80033	Nerve to second dorsal interosseous of foot
FMA 46802	Levator labii superioris alaeque nasi
PCL 0051028	Fbl_27 fibroblast (Hsap)
UBERON 0001555	digestive tract
HGNC 3766	FLT3LG
UBERON 0001156	ascending colon
PCL 0051203	DG_202 dentate gyrus granule cell (Hsap)
CL 1001111	kidney loop of Henle thin descending limb epithelial cell
HGNC 4170	GATA1
HGNC 16703	SLC17A6
UBERON 0005353	spleen perifollicular zone
FMA 16200	Spinous process of fifth lumbar vertebra
UBERON 0002015	kidney capsule
FMA 65330	Branch of posterior muscular branch of radial nerve to lateral head of triceps brachii
HGNC 19265	SYT9
UBERON 0001092	vertebral bone 1
FMA 50910	External nasal vein
UBERON 0002943	lingual gyrus
UBERON 0006198	dorsal intercostal artery
HGNC 54138	LINC02653
FMA 8785	Anterior ramus of fifth sacral nerve
HGNC 6526	LCN2
HGNC 28324	TMIGD2
UBERON 0002396	vomer
UBERON 0009202	vasa recta descending limb
PCL 0051048	Oligo_47 oligodendrocyte (Hsap)
HGNC 14623	CDCA2
CL 0000091	Kupffer cell
HGNC 11641	TCF7L2
UBERON 0027285	paravermis lobule area
FMA 78648	Medial supraclavicular nerve
FMA 69610	Lateral part of dorsal digital artery of fourth toe
HGNC 12780	WNT2
UBERON 0001482	muscle of shoulder
FMA 46623	Inferior pharyngeal constrictor
CL 4033033	flat midget bipolar cell
UBERON 0000036	secondary ovarian follicle
CL 1000398	endothelial cell of hepatic sinusoid
PCL 0051352	Splat_351 neuron (Hsap)
FMA 15796	Posterior superior segmental tributary of right hepatic vein
FMA 22855	Second common palmar digital artery
HGNC 11910	TNFRSF25
UBERON 0004237	blood vessel smooth muscle
HGNC 7036	MFGE8
FMA 70450	Medial inferior segmental hepatic artery
HGNC 7656	NCAM1
UBERON 0018675	pelvic splanchnic nerve
FMA 53376	Nerve to frontalis
HGNC 8033	NTRK3
UBERON 0004604	rib 4
FMA 49817	Cavernous branch of internal carotid artery
PCL 0015004	Inh L1-6 LAMP5 NES primary motor cortex GABAergic interneuron (Hsap)
UBERON 0011511	iliococcygeus muscle
HGNC 1318	C3
PCL 0015076	Exc L2-3 RORB RTKN2 primary motor cortex glutamatergic neuron (Hsap)
CL 0000240	stratified squamous epithelial cell
HGNC 11963	BHLHE22
FMA 12905	Anterior root of tenth thoracic nerve
FMA 9959	Spinous process of sixth thoracic vertebra
UBERON 0002849	sixth thoracic dorsal root ganglion
PCL 0015035	Inh L3-6 VIP ZIM2-AS1 primary motor cortex GABAergic interneuron (Hsap)
PCL 0051403	Splat_402 neuron (Hsap)
CL 0000050	megakaryocyte-erythroid progenitor cell
UBERON 0004325	middle phalanx of pedal digit 3
FMA 12907	Anterior root of twelfth thoracic nerve
HGNC 12801	XBP1
HGNC 9726	PYGM
HGNC 9864	RARA
FMA 6720	Spinal accessory nerve
HGNC 7166	MMP2
HGNC 28306	PRELID2
FMA 8352	Costal groove of ninth rib
FMA 14739	Right second lumbar artery
HGNC 5009	HMGA2
PCL 0051058	Astro_57 astrocyte (Hsap)
PCL 0051430	Splat_429 neuron (Hsap)
HGNC 3166	LPAR1
HGNC 5362	ID3
CL 4033016	secondary crest myofibroblast
UBERON 0001876	amygdala
FMA 46015	Transverse head of adductor hallucis
HGNC 7178	MMRN1
CL 4033034	invaginating midget bipolar cell
UBERON 0022356	outer layer of endometrium
UBERON 0001453	distal tarsal bone 2
UBERON 0001232	collecting duct of renal tubule
FMA 81278	Subscapularis branch of superior subscapular nerve (1)
HGNC 10597	SCN9A
FMA 22752	Superficial palmar branch of radial artery
HGNC 4400	GNB3
UBERON 0000159	anal canal
HGNC 1607	CCR6
FMA 26348	Inferior articular process of fourth cervical vertebra
HGNC 10046	RNASE3
PCL 0015074	Exc L2 LINC00507 ATP7B primary motor cortex glutamatergic neuron (Hsap)
HGNC 7512	MUC2
HGNC 6445	KRT7
PCL 0051255	MGE_254 sst GABAergic cortical interneuron (Hsap)
FMA 11655	Gray communicating ramus of sixth intercostal nerve
FMA 52973	Zygomaticofacial branch of zygomatic nerve
UBERON 0001522	flexor carpi ulnaris muscle
UBERON 0001960	periarterial lymphatic sheath
HGNC 7775	NFATC1
UBERON 0001130	vertebral column
FMA 9172	Inferior costal facet of body of first thoracic vertebra
PCL 0051343	Splat_342 neuron (Hsap)
HGNC 3227	EFNB2
UBERON 0001476	deltoid
UBERON 0002024	internal carotid nerve plexus
HGNC 11353	STAC
UBERON 0002286	third ventricle
HGNC 319	ACAN
CL 0011031	monocyte-derived dendritic cell
UBERON 0007228	vestibular nucleus
UBERON 0005435	upper part of cisterna chyli
UBERON 0001548	lateral marginal vein
FMA 13487	Seventh thoracic vertebral foramen
FMA 44699	Superficial fibular nerve
CL 4030009	epithelial cell of proximal tubule segment 1
UBERON 0014623	substantia gelatinosa of cervical spinal cord dorsal horn
UBERON 0004312	distal phalanx of manual digit 3
FMA 82942	Compressor urethrae branch of perineal nerve
FMA 43889	Inferior medial genicular artery
PCL 0051299	CBI_298 cerebellar inhibitory GABAergic interneuron (Hsap)
HGNC 28874	CD300E
FMA 6239	Superior laryngeal nerve
HGNC 3969	FSHR
HGNC 8029	NTN1
HGNC 2433	CSF1R
FMA 22436	Reflected head of rectus femoris
HGNC 7884	NOTCH4
HGNC 8747	PCSK5
UBERON 0002066	umbilical vein
HGNC 6136	ITGA11
UBERON 0005207	tonsil capsule
HGNC 7547	MYBL1
FMA 16140	Inferior articular process of fourth lumbar vertebra
PCL 0051166	Misc_165 cerebral cortex neuron (Hsap)
HGNC 307	TLE5
UBERON 0014612	substantia gelatinosa of thoracic spinal cord dorsal horn
UBERON 0002151	pontine nuclear group
UBERON 0010379	superior tarsal muscle
PCL 0015096	Exc L6 THEMIS SNTG2 primary motor cortex glutamatergic neuron (Hsap)
FMA 14746	Right inferior phrenic artery
FMA 42803	Distal epiphysis of first metacarpal bone
FMA 53200	Cutaneous branch of external acoustic meatus nerve
HGNC 2334	CR1
HGNC 6156	ITGB3
CL 0009077	subcapsular thymic epithelial cell
FMA 5832	Right lymphatic duct
HGNC 10935	SLC18A2
FMA 0323778	Common femoral artery
HGNC 14454	GABRQ
FMA 8618	Interlobar portion of right pulmonary artery
HGNC 38476	IGLL5
FMA 49804	Sphenopalatine artery
UBERON 0026246	sacral spinal cord white matter
HGNC 1455	CALR
FMA 7600	Head of first rib
FMA 52816	Communicating branch of greater palatine nerve with nasopalatine nerve
HGNC 974	BCAS1
HGNC 2202	COL4A1
FMA 81179	Nerve to mentalis
FMA 12962	Anterior root of second sacral nerve
HGNC 4710	GZMH
FMA 4383	Right eleventh posterior intercostal artery
FMA 44701	Nerve to plantaris
HGNC 3816	FOXJ1
FMA 7627	Articular facet of tubercle of second rib
HGNC 48639	LINC00943
HGNC 10489	S100A12
HGNC 4680	GUCA1C
PCL 0015067	Inh L2 PVALB FRZB primary motor cortex GABAergic interneuron (Hsap)
UBERON 0006634	lingual vein
HGNC 4319	GLI3
HGNC 10726	SEMA3D
CL 0001058	plasmacytoid dendritic cell, human
FMA 45776	Clavicular head of sternocleidomastoid
UBERON 0001587	subclavian vein
UBERON 0001800	sensory ganglion
HGNC 500	ANPEP
HGNC 28915	BATF3
UBERON 0002570	medial orbital gyrus
FMA 9262	Spinous process of fourth thoracic vertebra
FMA 22914	Superficial palmar venous arch
UBERON 0006544	kidney vasculature
FMA 53218	Lingual nerve
CL 0000287	eye photoreceptor cell
HGNC 5411	IFIT3
UBERON 0002352	atrioventricular node
UBERON 0019280	rostral gyrus
FMA 80104	Nerve to tibialis posterior
FMA 7755	Neck of fourth rib
FMA 37457	Dorsal interosseous of foot
FMA 9224	Transverse process of third thoracic vertebra
FMA 6715	Esophageal branch of anterior vagal trunk
HGNC 6472	LAD1
FMA 7839	Tubercle of seventh rib
FMA 20623	Transversus abdominis branch of hypogastric branch of iliohypogastric nerve
PCL 0051298	URL_297 neuron (Hsap)
UBERON 0006636	lumbar artery
CL 0000148	melanocyte
HGNC 6149	ITGAM
FMA 6697	Upper branch of internal laryngeal nerve to mucosa of pharynx
HGNC 1636	CD1C
UBERON 0006718	medial pterygoid muscle
FMA 30438	Compressor urethrae
FMA 65279	Dorsal scapular nerve
FMA 44650	Fourth dorsal metatarsal artery
FMA 42998	Distal epiphysis of third metatarsal bone
FMA 6234	Pharyngeal branch of vagus nerve
FMA 10070	Inferior vertebral notch of eleventh thoracic vertebra
HGNC 17108	ADAMTS16
FMA 10649	Seventh anterior intercostal artery
UBERON 0001309	internal iliac artery
UBERON 0002324	muscle of back
CL 4030011	epithelial cell of proximal tubule segment 3
FMA 9934	Inferior vertebral notch of fifth thoracic vertebra
FMA 53103	Masseteric nerve
HGNC 14674	PCDH15
FMA 13385	Scalenus anterior
UBERON 0000443	left testicular vein
HGNC 24268	ASCC1
PCL 0051021	Vsmc_20 smooth muscle cell of the brain vasculature (Hsap)
HGNC 17109	ADAMTS17
UBERON 0001658	middle temporal vein
PCL 0051373	Thex_372 thalamic excitatory neuron (Hsap)
FMA 71587	Set of peroneal veins
FMA 33039	Distal epiphysis of proximal phalanx of second toe
UBERON 0002183	lobar bronchus
HGNC 5713	JCHAIN
HGNC 33705	TMEM207
UBERON 0004672	posterior horn lateral ventricle
FMA 46609	Straight part of cricothyroid
FMA 26407	Spinous process of fifth cervical vertebra
FMA 8855	Posterior ramus of coccygeal nerve
FMA 71479	Set of lenticulostriate arteries
FMA 52986	Superior labial branch of infra-orbital nerve
FMA 49631	Posterior tympanic artery
UBERON 0001485	knee joint
HGNC 2418	CRYM
CL 0000895	naive thymus-derived CD4-positive, alpha-beta T cell
HGNC 163	ACTN1
HGNC 2067	PDLIM1
FMA 49796	Lesser palatine artery
FMA 44595	Lateral tarsal artery
CL 0000794	CD8-positive, alpha-beta cytotoxic T cell
UBERON 0005097	renal connecting tubule
FMA 44034	Communicating branch of fibular artery
UBERON 0001588	vertebral vein
FMA 49532	Third part of lingual artery
HGNC 9623	PTMA
UBERON 0000976	humerus
FMA 9978	Pedicle of seventh thoracic vertebra
HGNC 16067	MYOCD
FMA 10953	Meningeal branch of fourth thoracic nerve
FMA 10093	Lamina of twelfth thoracic vertebra
HGNC 9219	POU4F2
PCL 0051435	Midi_434 midbrain-derived inhibitory neuron (Hsap)
HGNC 9704	PVALB
UBERON 0015173	helicine branch of uterine artery
CL 4030012	kidney loop of Henle short descending thin limb epithelial cell
UBERON 0001684	mandible
HGNC 16983	OLIG1
FMA 18871	Inferior gluteal artery
PCL 0051117	Misc_116 cerebral cortex neuron (Hsap)
UBERON 0001524	extensor carpi radialis longus muscle
FMA 21897	Bulbospongiosus branch of perineal nerve
FMA 44794	Dorsal digital nerve of third toe
PCL 0015047	Inh L2-3 SST NMU primary motor cortex GABAergic interneuron (Hsap)
FMA 6704	Upper branch of internal laryngeal nerve to laryngeal vestibule
UBERON 0002125	thymus lobule
FMA 82616	Nerve to tragicus
HGNC 4932	HLA-B
HGNC 6380	KLRG1
FMA 14824	Marginal colic artery
HGNC 636	AQP3
FMA 46583	Oblique arytenoid
PCL 0051418	Splat_417 neuron (Hsap)
FMA 12958	Anterior root of third lumbar nerve
HGNC 10008	RHCE
FMA 54417	Meningeal branch of hypoglossal nerve to diploe of occipital bone
UBERON 0001701	glossopharyngeal ganglion
HGNC 26708	CFAP47
HGNC 10260	RORC
PCL 0051064	Astro_63 astrocyte (Hsap)
UBERON 0004921	subdivision of digestive tract
CL 1000412	endothelial cell of arteriole
UBERON 0005271	juxtamedullary cortex
UBERON 0018231	labyrinthine artery
FMA 8639	Superior lingular artery
FMA 15803	Lateral superior segmental tributary of left hepatic vein
HGNC 9142	PRRX1
UBERON 0010250	middle meningeal artery
UBERON 0009687	middle cardiac vein
UBERON 0004615	mammalian cervical vertebra 6
FMA 322627	Lymphatic vessel of internal mammary region
FMA 18908	Superior gluteal vein
CL 0002399	CD1c-positive myeloid dendritic cell
HGNC 5716	IGKC
CL 0000434	eccrine cell
FMA 9202	Transverse process of second thoracic vertebra
FMA 53254	Mental branch of mental nerve
UBERON 0007589	ciliated columnar oviduct epithelium
UBERON 8600017	bronchopulmonary segment
CL 0002425	early T lineage precursor
UBERON 0004634	thoracic vertebra 10
FMA 14744	Left third lumbar artery
FMA 21242	Inferior rectal vein
FMA 52935	Anterior superior alveolar nerve
HGNC 18695	ST18
PCL 0051388	Splat_387 neuron (Hsap)
FMA 37538	Proximal epiphysis of middle phalanx of little finger
FMA 82651	Nerve to transversus menti
CL 0000034	stem cell
HGNC 18504	FCRLA
UBERON 0001399	deep brachial artery
HGNC 26587	WDR49
UBERON 0001071	superficial cervical artery
CL 0002343	decidual natural killer cell, human
FMA 44695	Lateral calcaneal branch of sural nerve
UBERON 0001361	femoral vein
FMA 13387	Scalenus posterior
FMA 16183	Transverse process of fifth lumbar vertebra
FMA 26354	Spinous process of fourth cervical vertebra
PCL 0015011	Inh L2 PAX6 FREM2 primary motor cortex GABAergic interneuron (Hsap)
HGNC 4602	CXCL1
FMA 3990	Thyrocervical trunk
HGNC 6562	LGALS2
CL 0009110	lymphatic endothelial cell of medulla ceiling
FMA 81304	Nerve to supraspinatus
FMA 16309	Accessory process of first lumbar vertebra
CL 4033025	perichondrial fibroblast
UBERON 0002508	celiac lymph node
UBERON 0001665	triceps surae
FMA 6448	Seventh cervical nerve
HGNC 24200	FAM111B
UBERON 0001315	superior gluteal artery
FMA 24298	Vertebral foramen of sixth cervical vertebra
HGNC 28274	FAM163A
FMA 7608	Angle of first rib
CL 0002042	immature NK T cell stage IV
PCL 0051404	Splat_403 neuron (Hsap)
CL 4030015	kidney collecting duct alpha-intercalated cell
HGNC 12872	ZIC1
FMA 6299	Seventh thoracic nerve
CL 0009073	medullary thymic epithelial cell type 3
HGNC 18083	TRPV4
FMA 22051	Labium minus branch of posterior labial nerve
PCL 0015109	Exc L6 FEZF2 POGK primary motor cortex glutamatergic neuron (Hsap)
FMA 16097	Pedicle of fourth lumbar vertebra
HGNC 11809	TIE1
CL 1000326	ileal goblet cell
HGNC 9171	PODXL
UBERON 0000946	cardiac valve
UBERON 0014608	inferior occipital gyrus
UBERON 0001639	hepatic portal vein
UBERON 0009095	tip of renal papilla
FMA 321806	Hypothenar compartment of hand
UBERON 0001899	epithalamus
FMA 7622	Neck of second rib
HGNC 4460	GPM6A
FMA 234863	Subscapular lymphatic vessel
CL 4033018	lung megakaryocyte
HGNC 2611	CYP2A7
HGNC 8951	SERPINE2
UBERON 0012648	ampulla of uterine tube
HGNC 11782	TH
HGNC 1605	CCR4
UBERON 0001264	pancreas
FMA 80234	Nerve to second dorsal interosseous of hand
FMA 15797	Posterior inferior segmental tributary of right hepatic vein
UBERON 0011193	inferior ophthalmic vein
HGNC 1628	CD14
PCL 0051006	Mgl_5 microglial cell (Hsap)
FMA 16714	Meningeal branch of second sacral nerve
UBERON 0000990	reproductive system
PCL 0051107	DLCT6b_106 glutamatergic neuron (Hsap)
CL 1001285	vasa recta descending limb cell
UBERON 0005630	fetal membrane
UBERON 0001157	transverse colon
UBERON 0000155	theca cell layer
UBERON 0002390	hematopoietic system
FMA 322110	Modiolus
HGNC 6067	INHBB
HGNC 24435	CYTL1
UBERON 0002911	parietal operculum
FMA 6250	Branch of recurrent laryngeal nerve to muscle of larynx
FMA 43905	Anterior medial malleolar artery
CL 0000212	absorptive cell
PCL 0015008	Inh L1 PAX6 MIR101-1 primary motor cortex GABAergic interneuron (Hsap)
PCL 0051429	Splat_428 neuron (Hsap)
PCL 0015095	Exc L6 THEMIS SLN primary motor cortex glutamatergic neuron (Hsap)
PCL 0051323	LRL_322 neuron (Hsap)
HGNC 16041	EMCN
FMA 20701	Trunk of pubic part of inferior epigastric artery
FMA 44968	Dorsal digital branch of radial nerve to thumb
FMA 12904	Anterior root of ninth thoracic nerve
PCL 0051170	CA13_169 hippocampal CA1-3 neuron (Hsap)
FMA 7831	Head of seventh rib
FMA 53181	Cutaneous branch of buccal nerve
FMA 42797	Proximal epiphysis of fourth metacarpal bone
UBERON 0008572	posterior crico-arytenoid
CL 0000094	granulocyte
UBERON 0002038	substantia nigra
FMA 43904	Anterior lateral malleolar artery
UBERON 0002067	dermis
FMA 7840	Articular facet of tubercle of seventh rib
FMA 81322	Deltoid branch of anterior branch of axillary nerve
HGNC 21694	POU6F2
FMA 6541	Second lumbar ganglion
CL 0000644	Bergmann glial cell
UBERON 0001655	submental vein
UBERON 0002564	lateral orbital gyrus
HGNC 45056	XACT
FMA 22321	Quadratus femoris
FMA 80279	Nerve to abductor pollicis brevis
HGNC 12019	TPSAB1
HGNC 3689	FGFR2
CL 0002605	astrocyte of the cerebral cortex
FMA 81314	Nerve to infraspinatus muscle
FMA 16276	Superior vertebral notch of fifth lumbar vertebra
UBERON 0006448	L1 segment of lumbar spinal cord
UBERON 0001669	superior cerebellar vein
PCL 0051233	EMSN_232 medium spiny neuron (Hsap)
PCL 0015113	Exc L5 FEZF2 PKD2L1 primary motor cortex glutamatergic neuron (Hsap)
HGNC 2389	CRYAB
HGNC 4015	FUT4
PCL 0051016	VendC_15 capillary endothelial cell (Hsap)
FMA 38559	Ulnar head of pronator teres
UBERON 0009709	ventral pancreas
FMA 38488	Muscle of posterior compartment of forearm
FMA 53480	Tympanic nerve
FMA 65244	Lateral root of median nerve
UBERON 0006644	tunica albuginea of ovary
HGNC 11648	TCL1A
UBERON 0004311	distal phalanx of manual digit 2
FMA 42794	Proximal epiphysis of third metacarpal bone
PCL 0051056	Astro_55 astrocyte (Hsap)
UBERON 0003725	cervical nerve plexus
FMA 16196	Spinous process of first lumbar vertebra
FMA 53051	Posterior meningeal branch of mandibular nerve
CL 0009104	B cell zone reticular cell
FMA 7072	Anterior ramus of coccygeal nerve
FMA 4837	Left bronchial vein
HGNC 9472	LGMN
UBERON 0018253	external pudendal vein
UBERON 0002049	vasculature
UBERON 0001305	ovarian follicle
UBERON 0009984	medial condyle of femur
FMA 50629	Thalamogeniculate artery
FMA 10654	Third anterior intercostal artery
FMA 53291	Temporal branch of facial nerve
UBERON 0000450	corpus albicans
UBERON 0001946	inferior colliculus
FMA 16700	Meningeal branch of third lumbar nerve
HGNC 20209	SOX2-OT
UBERON 0036074	vein of vestibular aqueduct
CL 0000163	endocrine cell
FMA 70442	Anterior superior segmental hepatic artery
FMA 37711	Muscle of anterior compartment of arm
HGNC 10970	SLC22A6
FMA 43926	Lateral plantar artery
FMA 44780	Interosseous branch of lateral terminal branch of deep fibular nerve
HGNC 6486	LAMB1
UBERON 0006960	ovary stroma
FMA 53225	Communicating branch of lingual nerve with hypoglossal nerve
HGNC 5351	ICOS
UBERON 0012067	primary bronchiole
UBERON 0000467	anatomical system
UBERON 0001650	hypoglossal nerve
FMA 32958	Proximal epiphysis of middle phalanx of second toe
FMA 52598	Nerve to medial rectus
HGNC 30367	S100Z
HGNC 12405	TTR
FMA 81374	Nerve to serratus anterior (2)
HGNC 2200	COL2A1
HGNC 11924	TNFRSF9
UBERON 0009039	lymph node germinal center
PCL 0051154	Amex_153 amygdala excitatory neuron (Hsap)
UBERON 0001250	red pulp of spleen
HGNC 6477	LAIR1
CL 0000749	ON-bipolar cell
UBERON 0000038	follicular fluid
HGNC 2855	DGKI
UBERON 0002990	mammillothalamic tract of hypothalamus
UBERON 0014685	pterygoid plexus
HGNC 28751	LYPD6
CL 0000071	blood vessel endothelial cell
PCL 0051447	Thex_446 thalamic excitatory neuron (Hsap)
FMA 6692	Communicating branch of auricular branch of vagus nerve with posterior auricular nerve
HGNC 17474	ESAM
HGNC 11510	SYT2
UBERON 0035772	aortic plexus
HGNC 16977	HCST
FMA 7788	Angle of fifth rib
FMA 34679	Spinal part of deltoid
